#,NACE definition,type,dimensional class,Share of firms,Share of firms per sbs sector,sbs reference row,L min,L max,Firms in absolute numbers,Recipe,K min,K max,Cost of capital,Wage
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,C,From 10 to 19 persons employed,0.00048298334049066803,0.1277633364374116,5.0,10,19,10544.187527104415,96.64443025379806,966.4443025379807,1836.2441748221631,0.15,29276.22561321313
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,C,From 20 to 49 persons employed,0.00021941629604967162,0.1277633364374116,5.0,20,49,4790.158123673624,96.64443025379806,1932.8886050759613,4735.577082436105,0.15,29276.22561321313
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,C,From 50 to 249 persons employed,6.69852331643532e-05,0.1277633364374116,5.0,50,249,1462.3793427620324,96.64443025379806,4832.221512689903,24064.463133195717,0.15,29276.22561321313
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,C,250 persons employed or more,2.3459829094420312e-05,0.1277633364374116,5.0,250,1750,512.1601856372257,96.64443025379806,24161.107563449517,169127.7529441466,0.15,29276.22561321313
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,I,From 0 to 9 persons employed,0.0010608724434981278,0.1277633364374116,5.0,0,9,23160.297775939278,96.64443025379806,96.64443025379806,869.7998722841826,0.15,29276.22561321313
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,I,From 10 to 19 persons employed,9.291657441811838e-05,0.1277633364374116,5.0,10,19,2028.4960223379026,96.64443025379806,966.4443025379807,1836.2441748221631,0.15,29276.22561321313
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,I,From 20 to 49 persons employed,4.2211415780377466e-05,0.1277633364374116,5.0,20,49,921.5329939138434,96.64443025379806,1932.8886050759613,4735.577082436105,0.15,29276.22561321313
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,I,From 50 to 249 persons employed,1.2886652355146592e-05,0.1277633364374116,5.0,50,249,281.3332627399243,96.64443025379806,4832.221512689903,24064.463133195717,0.15,29276.22561321313
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,I,250 persons employed or more,4.513213548263496e-06,0.1277633364374116,5.0,250,1750,98.52963034793969,96.64443025379806,24161.107563449517,169127.7529441466,0.15,29276.22561321313
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Int,From 0 to 9 persons employed,0.006637360850062441,0.1277633364374116,5.0,0,9,144902.67390386682,96.64443025379806,96.64443025379806,869.7998722841826,0.15,29276.22561321313
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Int,From 10 to 19 persons employed,0.0005813336345424837,0.1277633364374116,5.0,10,19,12691.30908780811,96.64443025379806,966.4443025379807,1836.2441748221631,0.15,29276.22561321313
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Int,From 20 to 49 persons employed,0.00026409621650887925,0.1277633364374116,5.0,20,49,5765.581954109235,96.64443025379806,1932.8886050759613,4735.577082436105,0.15,29276.22561321313
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Int,From 50 to 249 persons employed,8.062549117439291e-05,0.1277633364374116,5.0,50,249,1760.164848634415,96.64443025379806,4832.221512689903,24064.463133195717,0.15,29276.22561321313
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Int,250 persons employed or more,2.8236973348500766e-05,0.1277633364374116,5.0,250,1750,616.4517846142858,96.64443025379806,24161.107563449517,169127.7529441466,0.15,29276.22561321313
29,"Wholesale trade services, except of motor vehicles and motorcycles",C,From 0 to 9 persons employed,0.009519805641643205,0.4823058606794672,5.0,0,9,207830.38977099457,96.64443025379806,96.64443025379806,869.7998722841826,0.15,29276.22561321313
29,"Wholesale trade services, except of motor vehicles and motorcycles",C,From 10 to 19 persons employed,0.000833792728587662,0.4823058606794672,5.0,10,19,18202.836727314098,96.64443025379806,966.4443025379807,1836.2441748221631,0.15,29276.22561321313
29,"Wholesale trade services, except of motor vehicles and motorcycles",C,From 20 to 49 persons employed,0.0003787867962360676,0.4823058606794672,5.0,20,49,8269.434320957402,96.64443025379806,1932.8886050759613,4735.577082436105,0.15,29276.22561321313
29,"Wholesale trade services, except of motor vehicles and motorcycles",C,From 50 to 249 persons employed,0.00011563918597781519,0.4823058606794672,5.0,50,249,2524.561739941309,96.64443025379806,4832.221512689903,24064.463133195717,0.15,29276.22561321313
29,"Wholesale trade services, except of motor vehicles and motorcycles",C,250 persons employed or more,4.04996058310522e-05,0.4823058606794672,5.0,250,1750,884.1618392522523,96.64443025379806,24161.107563449517,169127.7529441466,0.15,29276.22561321313
29,"Wholesale trade services, except of motor vehicles and motorcycles",I,From 0 to 9 persons employed,0.003195834626697778,0.4823058606794672,5.0,0,9,69769.44499841645,96.64443025379806,96.64443025379806,869.7998722841826,0.15,29276.22561321313
29,"Wholesale trade services, except of motor vehicles and motorcycles",I,From 10 to 19 persons employed,0.0002799073609079825,0.4823058606794672,5.0,10,19,6110.760881798341,96.64443025379806,966.4443025379807,1836.2441748221631,0.15,29276.22561321313
29,"Wholesale trade services, except of motor vehicles and motorcycles",I,From 20 to 49 persons employed,0.00012716015485145872,0.4823058606794672,5.0,20,49,2776.0802626593354,96.64443025379806,1932.8886050759613,4735.577082436105,0.15,29276.22561321313
29,"Wholesale trade services, except of motor vehicles and motorcycles",I,From 50 to 249 persons employed,3.882051048757082e-05,0.4823058606794672,5.0,50,249,847.5048892225285,96.64443025379806,4832.221512689903,24064.463133195717,0.15,29276.22561321313
29,"Wholesale trade services, except of motor vehicles and motorcycles",I,250 persons employed or more,1.3595870289232823e-05,0.4823058606794672,5.0,250,1750,296.8164611603785,96.64443025379806,24161.107563449517,169127.7529441466,0.15,29276.22561321313
29,"Wholesale trade services, except of motor vehicles and motorcycles",Int,From 0 to 9 persons employed,0.03716215967664054,0.4823058606794672,5.0,0,9,811300.8207376604,96.64443025379806,96.64443025379806,869.7998722841826,0.15,29276.22561321313
29,"Wholesale trade services, except of motor vehicles and motorcycles",Int,From 10 to 19 persons employed,0.0032548499080122103,0.4823058606794672,5.0,10,19,71057.82938143062,96.64443025379806,966.4443025379807,1836.2441748221631,0.15,29276.22561321313
29,"Wholesale trade services, except of motor vehicles and motorcycles",Int,From 20 to 49 persons employed,0.001478657856579739,0.4823058606794672,5.0,20,49,32281.12529174136,96.64443025379806,1932.8886050759613,4735.577082436105,0.15,29276.22561321313
29,"Wholesale trade services, except of motor vehicles and motorcycles",Int,From 50 to 249 persons employed,0.00045141697803008184,0.4823058606794672,5.0,50,249,9855.05062023961,96.64443025379806,4832.221512689903,24064.463133195717,0.15,29276.22561321313
29,"Wholesale trade services, except of motor vehicles and motorcycles",Int,250 persons employed or more,0.00015809701115649863,0.4823058606794672,5.0,250,1750,3451.4741883546385,96.64443025379806,24161.107563449517,169127.7529441466,0.15,29276.22561321313
30,"Retail trade services, except of motor vehicles and motorcycles",C,From 0 to 9 persons employed,0.027604678115839804,0.3899308028831212,5.0,0,9,602647.9140731235,96.64443025379806,96.64443025379806,869.7998722841826,0.15,29276.22561321313
30,"Retail trade services, except of motor vehicles and motorcycles",C,From 10 to 19 persons employed,0.0024177573318626406,0.3899308028831212,5.0,10,19,52782.95246434877,96.64443025379806,966.4443025379807,1836.2441748221631,0.15,29276.22561321313
30,"Retail trade services, except of motor vehicles and motorcycles",C,From 20 to 49 persons employed,0.001098371960335736,0.3899308028831212,5.0,20,49,23978.963565342816,96.64443025379806,1932.8886050759613,4735.577082436105,0.15,29276.22561321313
30,"Retail trade services, except of motor vehicles and motorcycles",C,From 50 to 249 persons employed,0.00033532013432412095,0.3899308028831212,5.0,50,249,7320.49758555945,96.64443025379806,4832.221512689903,24064.463133195717,0.15,29276.22561321313
30,"Retail trade services, except of motor vehicles and motorcycles",C,250 persons employed or more,0.00011743712265449273,0.3899308028831212,5.0,250,1750,2563.8131589684904,96.64443025379806,24161.107563449517,169127.7529441466,0.15,29276.22561321313
30,"Retail trade services, except of motor vehicles and motorcycles",I,From 0 to 9 persons employed,0.0012000230108948572,0.3899308028831212,5.0,0,9,26198.145159336647,96.64443025379806,96.64443025379806,869.7998722841826,0.15,29276.22561321313
30,"Retail trade services, except of motor vehicles and motorcycles",I,From 10 to 19 persons employed,0.0001051040849242902,0.3899308028831212,5.0,10,19,2294.5660613895166,96.64443025379806,966.4443025379807,1836.2441748221631,0.15,29276.22561321313
30,"Retail trade services, except of motor vehicles and motorcycles",I,From 20 to 49 persons employed,4.774812520520772e-05,0.3899308028831212,5.0,20,49,1042.4069404130903,96.64443025379806,1932.8886050759613,4735.577082436105,0.15,29276.22561321313
30,"Retail trade services, except of motor vehicles and motorcycles",I,From 50 to 249 persons employed,1.4576945093027676e-05,0.3899308028831212,5.0,50,249,318.2346672186265,96.64443025379806,4832.221512689903,24064.463133195717,0.15,29276.22561321313
30,"Retail trade services, except of motor vehicles and motorcycles",I,250 persons employed or more,5.105194450277169e-06,0.3899308028831212,5.0,250,1750,111.45338386075304,96.64443025379806,24161.107563449517,169127.7529441466,0.15,29276.22561321313
30,"Retail trade services, except of motor vehicles and motorcycles",Int,From 0 to 9 persons employed,0.011520105524362133,0.3899308028831212,5.0,0,9,251499.6746212882,96.64443025379806,96.64443025379806,869.7998722841826,0.15,29276.22561321313
30,"Retail trade services, except of motor vehicles and motorcycles",Int,From 10 to 19 persons employed,0.0010089891096891894,0.3899308028831212,5.0,10,19,22027.61357060617,96.64443025379806,966.4443025379807,1836.2441748221631,0.15,29276.22561321313
30,"Retail trade services, except of motor vehicles and motorcycles",Int,From 20 to 49 persons employed,0.00045837741106669776,0.3899308028831212,5.0,20,49,10007.006402261763,96.64443025379806,1932.8886050759613,4735.577082436105,0.15,29276.22561321313
30,"Retail trade services, except of motor vehicles and motorcycles",Int,From 50 to 249 persons employed,0.0001399372713438951,0.3899308028831212,5.0,50,249,3055.0222075617,96.64443025379806,4832.221512689903,24064.463133195717,0.15,29276.22561321313
30,"Retail trade services, except of motor vehicles and motorcycles",Int,250 persons employed or more,4.900937586665487e-05,0.3899308028831212,5.0,250,1750,1069.9417690046373,96.64443025379806,24161.107563449517,169127.7529441466,0.15,29276.22561321313
31,Land transport services and transport services via pipelines,C,From 0 to 9 persons employed,0.0017560493664050489,0.4398883062180041,6.0,0,9,38336.961700204825,96.64443025379806,96.64443025379806,869.7998722841826,0.15,40525.84270009691
31,Land transport services and transport services via pipelines,C,From 10 to 19 persons employed,0.0001988646284266032,0.4398883062180041,6.0,10,19,4341.487084229064,96.64443025379806,966.4443025379807,1836.2441748221631,0.15,40525.84270009691
31,Land transport services and transport services via pipelines,C,From 20 to 49 persons employed,0.00011711812857929802,0.4398883062180041,6.0,20,49,2556.849081604101,96.64443025379806,1932.8886050759613,4735.577082436105,0.15,40525.84270009691
31,Land transport services and transport services via pipelines,C,From 50 to 249 persons employed,3.9796386198327065e-05,0.4398883062180041,6.0,50,249,868.8095919621853,96.64443025379806,4832.221512689903,24064.463133195717,0.15,40525.84270009691
31,Land transport services and transport services via pipelines,C,250 persons employed or more,1.7648386432279853e-05,0.4398883062180041,6.0,250,1750,385.28843645769496,96.64443025379806,24161.107563449517,169127.7529441466,0.15,40525.84270009691
31,Land transport services and transport services via pipelines,I,From 0 to 9 persons employed,0.00022949246692476486,0.4398883062180041,6.0,0,9,5010.134728154837,96.64443025379806,96.64443025379806,869.7998722841826,0.15,40525.84270009691
31,Land transport services and transport services via pipelines,I,From 10 to 19 persons employed,2.598898130929372e-05,0.4398883062180041,6.0,10,19,567.3750408972943,96.64443025379806,966.4443025379807,1836.2441748221631,0.15,40525.84270009691
31,Land transport services and transport services via pipelines,I,From 20 to 49 persons employed,1.5305793085019295e-05,0.4398883062180041,6.0,20,49,334.1464166767046,96.64443025379806,1932.8886050759613,4735.577082436105,0.15,40525.84270009691
31,Land transport services and transport services via pipelines,I,From 50 to 249 persons employed,5.200862241157598e-06,0.4398883062180041,6.0,50,249,113.54194270487852,96.64443025379806,4832.221512689903,24064.463133195717,0.15,40525.84270009691
31,Land transport services and transport services via pipelines,I,250 persons employed or more,2.306411093599771e-06,0.4398883062180041,6.0,250,1750,50.352111650070135,96.64443025379806,24161.107563449517,169127.7529441466,0.15,40525.84270009691
